file_path,label_name,label_id,video_name,num_frames_raw,num_detected_frames,status
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0009.npy,h,12,h_0010.mp4,77,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0010.npy,h,12,h_0011.mp4,76,43,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0011.npy,h,12,h_0012.mp4,76,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0012.npy,h,12,h_0013.mp4,76,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0013.npy,h,12,h_0014.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0014.npy,h,12,h_0015.mp4,76,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0015.npy,h,12,h_0016.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0016.npy,h,12,h_0017.mp4,76,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0017.npy,h,12,h_0018.mp4,77,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0018.npy,h,12,h_0019.mp4,76,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0019.npy,h,12,h_0020.mp4,76,46,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0000.npy,i,13,D0501.mp4,60,37,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0001.npy,i,13,i_0002.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0002.npy,i,13,i_0003.mp4,77,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0003.npy,i,13,i_0004.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0004.npy,i,13,i_0005.mp4,76,46,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0005.npy,i,13,i_0006.mp4,76,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0006.npy,i,13,i_0007.mp4,75,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0007.npy,i,13,i_0008.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0008.npy,i,13,i_0009.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0009.npy,i,13,i_0010.mp4,76,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0010.npy,i,13,i_0011.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0011.npy,i,13,i_0012.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0012.npy,i,13,i_0013.mp4,76,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0013.npy,i,13,i_0014.mp4,76,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0014.npy,i,13,i_0015.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0015.npy,i,13,i_0016.mp4,77,32,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0016.npy,i,13,i_0017.mp4,75,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0017.npy,i,13,i_0018.mp4,76,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0018.npy,i,13,i_0019.mp4,77,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\i_0019.npy,i,13,i_0020.mp4,77,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0000.npy,k,14,D0502.mp4,65,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0001.npy,k,14,k_0002.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0002.npy,k,14,k_0003.mp4,76,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0003.npy,k,14,k_0004.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0004.npy,k,14,k_0005.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0005.npy,k,14,k_0006.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0006.npy,k,14,k_0007.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0007.npy,k,14,k_0008.mp4,75,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0008.npy,k,14,k_0009.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0009.npy,k,14,k_0010.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0010.npy,k,14,k_0011.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0011.npy,k,14,k_0012.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0012.npy,k,14,k_0013.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0013.npy,k,14,k_0014.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0014.npy,k,14,k_0015.mp4,76,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0015.npy,k,14,k_0016.mp4,76,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0016.npy,k,14,k_0017.mp4,76,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0017.npy,k,14,k_0018.mp4,76,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0018.npy,k,14,k_0019.mp4,76,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\k_0019.npy,k,14,k_0020.mp4,77,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0000.npy,l,15,D0503.mp4,67,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0001.npy,l,15,l_0002.mp4,76,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0002.npy,l,15,l_0003.mp4,76,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0003.npy,l,15,l_0004.mp4,76,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0004.npy,l,15,l_0005.mp4,75,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0005.npy,l,15,l_0006.mp4,76,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0006.npy,l,15,l_0007.mp4,78,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0007.npy,l,15,l_0008.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0008.npy,l,15,l_0009.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0009.npy,l,15,l_0010.mp4,77,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0010.npy,l,15,l_0011.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0011.npy,l,15,l_0012.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0012.npy,l,15,l_0013.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0013.npy,l,15,l_0014.mp4,76,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0014.npy,l,15,l_0015.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0015.npy,l,15,l_0016.mp4,76,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0016.npy,l,15,l_0017.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0017.npy,l,15,l_0018.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0018.npy,l,15,l_0019.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\l_0019.npy,l,15,l_0020.mp4,77,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0000.npy,m,16,D0504.mp4,95,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0001.npy,m,16,m_0002.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0002.npy,m,16,m_0003.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0003.npy,m,16,m_0004.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0004.npy,m,16,m_0005.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0005.npy,m,16,m_0006.mp4,75,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0006.npy,m,16,m_0007.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0007.npy,m,16,m_0008.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0008.npy,m,16,m_0009.mp4,74,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0009.npy,m,16,m_0010.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0010.npy,m,16,m_0011.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0011.npy,m,16,m_0012.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0012.npy,m,16,m_0013.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0013.npy,m,16,m_0014.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0014.npy,m,16,m_0015.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0015.npy,m,16,m_0016.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0016.npy,m,16,m_0017.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0017.npy,m,16,m_0018.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0018.npy,m,16,m_0019.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\m_0019.npy,m,16,m_0020.mp4,75,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0000.npy,n,17,D0505.mp4,76,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0001.npy,n,17,n_0002.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0002.npy,n,17,n_0003.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0003.npy,n,17,n_0004.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0004.npy,n,17,n_0005.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0005.npy,n,17,n_0006.mp4,77,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0006.npy,n,17,n_0007.mp4,77,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0007.npy,n,17,n_0008.mp4,76,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0008.npy,n,17,n_0009.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0009.npy,n,17,n_0010.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0010.npy,n,17,n_0011.mp4,76,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0011.npy,n,17,n_0012.mp4,75,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0012.npy,n,17,n_0013.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0013.npy,n,17,n_0014.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0014.npy,n,17,n_0015.mp4,77,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0015.npy,n,17,n_0016.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0016.npy,n,17,n_0017.mp4,77,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0017.npy,n,17,n_0018.mp4,77,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0018.npy,n,17,n_0019.mp4,76,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\n_0019.npy,n,17,n_0020.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0000.npy,o,18,D0506.mp4,73,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0001.npy,o,18,o_0002.mp4,76,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0002.npy,o,18,o_0003.mp4,76,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0003.npy,o,18,o_0004.mp4,76,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0004.npy,o,18,o_0005.mp4,78,78,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0005.npy,o,18,o_0006.mp4,76,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0006.npy,o,18,o_0007.mp4,77,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0007.npy,o,18,o_0008.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0008.npy,o,18,o_0009.mp4,77,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0009.npy,o,18,o_0010.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0010.npy,o,18,o_0011.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0011.npy,o,18,o_0012.mp4,77,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0012.npy,o,18,o_0013.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0013.npy,o,18,o_0014.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0014.npy,o,18,o_0015.mp4,74,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0015.npy,o,18,o_0016.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0016.npy,o,18,o_0017.mp4,77,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0017.npy,o,18,o_0018.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0018.npy,o,18,o_0019.mp4,76,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\o_0019.npy,o,18,o_0020.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0000.npy,oo,19,D0507N.mp4,68,38,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0001.npy,oo,19,oo_0002.mp4,77,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0002.npy,oo,19,oo_0003.mp4,77,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0003.npy,oo,19,oo_0004.mp4,76,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0004.npy,oo,19,oo_0005.mp4,77,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0005.npy,oo,19,oo_0006.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0006.npy,oo,19,oo_0007.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0007.npy,oo,19,oo_0008.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0008.npy,oo,19,oo_0009.mp4,77,33,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0009.npy,oo,19,oo_0010.mp4,75,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0010.npy,oo,19,oo_0011.mp4,76,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0011.npy,oo,19,oo_0012.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0012.npy,oo,19,oo_0013.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0013.npy,oo,19,oo_0014.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0014.npy,oo,19,oo_0015.mp4,76,43,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0015.npy,oo,19,oo_0016.mp4,77,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0016.npy,oo,19,oo_0017.mp4,77,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0017.npy,oo,19,oo_0018.mp4,77,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0018.npy,oo,19,oo_0019.mp4,76,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\oo_0019.npy,oo,19,oo_0020.mp4,76,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0000.npy,ow,20,D0508N.mp4,89,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0001.npy,ow,20,ow_0002.mp4,77,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0002.npy,ow,20,ow_0003.mp4,76,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0003.npy,ow,20,ow_0004.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0004.npy,ow,20,ow_0005.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0005.npy,ow,20,ow_0006.mp4,77,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0006.npy,ow,20,ow_0007.mp4,76,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0007.npy,ow,20,ow_0008.mp4,77,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0008.npy,ow,20,ow_0009.mp4,77,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0009.npy,ow,20,ow_0010.mp4,76,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0010.npy,ow,20,ow_0011.mp4,76,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0011.npy,ow,20,ow_0012.mp4,77,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0012.npy,ow,20,ow_0013.mp4,77,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0013.npy,ow,20,ow_0014.mp4,75,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0014.npy,ow,20,ow_0015.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0015.npy,ow,20,ow_0016.mp4,77,74,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0016.npy,ow,20,ow_0017.mp4,76,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0017.npy,ow,20,ow_0018.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0018.npy,ow,20,ow_0019.mp4,77,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ow_0019.npy,ow,20,ow_0020.mp4,77,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0000.npy,p,21,D0509N.mp4,68,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0001.npy,p,21,p_0002.mp4,78,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0002.npy,p,21,p_0003.mp4,77,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0003.npy,p,21,p_0004.mp4,76,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0004.npy,p,21,p_0005.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0005.npy,p,21,p_0006.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0006.npy,p,21,p_0007.mp4,76,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0007.npy,p,21,p_0008.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0008.npy,p,21,p_0009.mp4,76,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0009.npy,p,21,p_0010.mp4,77,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0010.npy,p,21,p_0011.mp4,77,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0011.npy,p,21,p_0012.mp4,77,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0012.npy,p,21,p_0013.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0013.npy,p,21,p_0014.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0014.npy,p,21,p_0015.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0015.npy,p,21,p_0016.mp4,76,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0016.npy,p,21,p_0017.mp4,76,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0017.npy,p,21,p_0018.mp4,76,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0018.npy,p,21,p_0019.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\p_0019.npy,p,21,p_0020.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0000.npy,q,22,D0510.mp4,82,35,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0001.npy,q,22,q_0002.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0002.npy,q,22,q_0003.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0003.npy,q,22,q_0004.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0004.npy,q,22,q_0005.mp4,77,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0005.npy,q,22,q_0006.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0006.npy,q,22,q_0007.mp4,76,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0007.npy,q,22,q_0008.mp4,75,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0008.npy,q,22,q_0009.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0009.npy,q,22,q_0010.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0010.npy,q,22,q_0011.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0011.npy,q,22,q_0012.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0012.npy,q,22,q_0013.mp4,76,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0013.npy,q,22,q_0014.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0014.npy,q,22,q_0015.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0015.npy,q,22,q_0016.mp4,76,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0016.npy,q,22,q_0017.mp4,77,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0017.npy,q,22,q_0018.mp4,75,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0018.npy,q,22,q_0019.mp4,77,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\q_0019.npy,q,22,q_0020.mp4,76,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0000.npy,r,23,D0511.mp4,64,29,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0001.npy,r,23,r_0002.mp4,76,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0002.npy,r,23,r_0003.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0003.npy,r,23,r_0004.mp4,77,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0004.npy,r,23,r_0005.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0005.npy,r,23,r_0006.mp4,76,46,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0006.npy,r,23,r_0007.mp4,77,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0007.npy,r,23,r_0008.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0008.npy,r,23,r_0009.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0009.npy,r,23,r_0010.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0010.npy,r,23,r_0011.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0011.npy,r,23,r_0012.mp4,77,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0012.npy,r,23,r_0013.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0013.npy,r,23,r_0014.mp4,77,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0014.npy,r,23,r_0015.mp4,76,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0015.npy,r,23,r_0016.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0016.npy,r,23,r_0017.mp4,76,43,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0017.npy,r,23,r_0018.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0018.npy,r,23,r_0019.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\r_0019.npy,r,23,r_0020.mp4,76,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0000.npy,s,24,D0512.mp4,73,30,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0001.npy,s,24,s_0002.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0002.npy,s,24,s_0003.mp4,76,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0003.npy,s,24,s_0004.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0004.npy,s,24,s_0005.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0005.npy,s,24,s_0006.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0006.npy,s,24,s_0007.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0007.npy,s,24,s_0008.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0008.npy,s,24,s_0009.mp4,76,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0009.npy,s,24,s_0010.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0010.npy,s,24,s_0011.mp4,77,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0011.npy,s,24,s_0012.mp4,75,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0012.npy,s,24,s_0013.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0013.npy,s,24,s_0014.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0014.npy,s,24,s_0015.mp4,77,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0015.npy,s,24,s_0016.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0016.npy,s,24,s_0017.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0017.npy,s,24,s_0018.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0018.npy,s,24,s_0019.mp4,77,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\s_0019.npy,s,24,s_0020.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\t_0000.npy,t,25,D0513N.mp4,80,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\t_0001.npy,t,25,t_0002.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\t_0002.npy,t,25,t_0003.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\t_0003.npy,t,25,t_0004.mp4,76,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\t_0004.npy,t,25,t_0005.mp4,76,65,ok
